id,yod,annualID,Event_type,ChangeType,Confidence,Alt_type,ChangeDesc,In_Park,Dist_Year,Dist_name
5245,1997,718,,,,,,N,,
5246,1997,719,,,,,,Y,,
5247,1997,720,,,,,,N,,
5248,1997,728,,,,,,Y,,
5249,1997,729,,,,,,Y,,
5250,1997,730,,,,,,N,,
5251,1997,736,,,,,,Y,,
5252,1997,743,,,,,,N,,
5253,1997,745,,,,,,Y,,
5254,1997,746,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5255,1997,750,,,,,,Y,,
5256,1997,757,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5257,1997,763,,,,,,Y,,
5258,1997,766,,,,,,Y,,
5259,1997,770,,,,,,Y,,
5260,1997,771,,,,,,Y,,
5261,1997,775,,,,,,Y,,
5262,1997,776,,,,,,Y,,
5263,1997,779,,,,,,Y,,
5264,1997,781,,,,,,Y,,
5265,1997,784,,,,,,Y,,
5266,1997,785,,,,,,Y,,
5267,1997,786,,,,,,Y,,
5268,1997,790,,,,,,Y,,
5269,1997,792,,,,,,Y,,
5270,1997,793,,,,,,Y,,
5271,1997,796,,,,,,Y,,
5272,1997,800,,,,,,Y,,
5273,1997,804,,,,,,Y,,
5274,1997,812,,,,,,Y,,
5275,1997,817,,,,,,Y,,
5276,1997,820,,,,,,Y,,
5277,1997,835,,,,,,Y,,
5278,1997,836,,,,,,Y,,
5279,1997,837,,,,,,Y,,
5280,1997,843,,,,,,Y,,
5281,1997,856,,,,,,N,,
5282,1997,864,,,,,,Y,,
5283,1997,865,,,,,,Y,,
5284,1997,870,,,,,,Y,,
5285,1997,886,,,,,,Y,,
5286,1997,897,,,,,,Y,,
5287,1997,899,,,,,,Y,,
5288,1997,903,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5289,1997,905,,,,,,Y,,
5290,1997,908,,,,,,Y,,
5291,1997,910,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5292,1997,916,,,,,,Y,,
5293,1997,917,,,,,,N,,
5294,1997,921,,,,,,Y,,
5295,1997,927,,,,,,Y,,
5296,1997,928,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5297,1997,930,,,,,,Y,,
5298,1997,933,,,,,,Y,,
5299,1997,934,,,,,,Y,,
5300,1997,937,,,,,,Y,,
5301,1997,939,,,,,,Y,,
5302,1997,948,,,,,,Y,,
5303,1997,952,,,,,,Y,,
5304,1997,955,,,,,,Y,,
5305,1997,957,,,,,,N,,
5306,1997,959,,,,,,Y,,
5307,1997,963,,,,,,Y,,
5308,1997,964,,,,,,Y,,
5309,1997,965,,,,,,Y,,
5310,1997,976,,,,,,Y,,
5311,1997,978,,,,,,Y,,
5312,1997,980,,,,,,Y,,
5313,1997,985,,,,,,Y,,
5314,1997,988,,,,,,Y,,
5315,1997,989,,,,,,Y,,
5316,1997,990,,,,,,Y,,
5317,1997,994,,,,,,Y,,
5318,1997,995,,,,,,Y,,
5319,1997,997,,,,,,Y,,
5320,1997,1001,,,,,,Y,,
5321,1997,1003,,,,,,Y,,
5322,1997,1004,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5323,1997,1006,,,,,,Y,,
5324,1997,1008,,,,,,Y,,
5325,1997,1010,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5326,1997,1011,,,,,,Y,,
5327,1997,1014,,,,,,Y,,
5328,1997,1016,,,,,,Y,,
5329,1997,1018,,,,,,Y,,
5330,1997,1022,,,,,,Y,,
5331,1997,1023,,,,,,N,,
5332,1997,1025,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5333,1997,1027,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5334,1997,1030,,,,,,Y,,
5335,1997,1031,,,,,,N,,
5336,1997,1034,,,,,,Y,,
5337,1997,1036,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5338,1997,1038,,,,,,Y,,
5339,1997,1051,,,,,,Y,,
5340,1997,1057,,,,,,N,,
5341,1997,1059,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5342,1997,1061,,,,,,Y,,
5343,1997,1065,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5344,1997,1067,,,,,,N,,
5345,1997,1071,Office,Riparian,3, ,,Y,0, 
5346,1997,1072,,,,,,N,,
5347,1997,1074,,,,,,Y,,
5348,1997,1078,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5349,1997,1081,,,,,,Y,,
5350,1997,1082,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5351,1997,1087,,,,,,N,,
5352,1997,1089,,,,,,Y,,
5353,1997,1091,,,,,,Y,,
5354,1997,1092,,,,,,Y,,
5355,1997,1093,Office,Avalanche,3, ,,Y,0, 
5356,1997,1096,,,,,,Y,,
5357,1997,1098,,,,,,N,,
5358,1997,1099,,,,,,Y,,
5359,1997,1102,,,,,,Y,,
5360,1997,1105,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5361,1997,1107,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5362,1997,1108,,,,,,Y,,
5363,1997,1110,,,,,,Y,,
5364,1997,1111,,,,,,Y,,
5365,1997,1113,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5366,1997,1114,,,,,,Y,,
5367,1997,1115,Mask,Inter-annual Variability,2,,,Y,,
5368,1997,1116,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5369,1997,1117,,,,,,Y,,
5370,1997,1118,,,,,,Y,,
5371,1997,1119,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5372,1997,1120,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5373,1997,1121,,,,,,Y,,
5374,1997,1124,,,,,,Y,,
5375,1997,1126,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5376,1997,1127,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5377,1997,1128,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5378,1997,1131,,,,,,Y,,
5379,1997,1132,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5380,1997,1133,,,,,,N,,
5381,1997,1134,,,,,,Y,,
5382,1997,1138,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5383,1997,1140,,,,,,Y,,
5384,1997,1142,,,,,,Y,,
5385,1997,1143,,,,,,N,,
5386,1997,1144,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5387,1997,1145,Office,Avalanche,3, ,,N,0, 
5388,1997,1148,,,,,,Y,,
5389,1997,1150,,,,,,N,,
5390,1997,1160,,,,,,Y,,
5391,1997,1161,,,,,,Y,,
5392,1997,1163,,,,,,N,,
5393,1997,1164,,,,,,Y,,
5394,1997,1165,,,,,,N,,
5395,1997,1168,,,,,,N,,
5396,1997,1171,,,,,,Y,,
5397,1997,1175,,,,,,Y,,
5398,1997,1179,,,,,,N,,
5399,1997,1181,,,,,,Y,,
5400,1997,1184,,,,,,Y,,
5401,1997,1188,Office,Tree Toppling,3, ,,N,0, 
5402,1997,1193,,,,,,N,,
5403,1997,1196,,,,,,Y,,
5404,1997,1200,,,,,,Y,,
5405,1997,1201,,,,,,Y,,
5406,1997,1202,,,,,,N,,
5407,1997,1217,,,,,,Y,,
5408,1997,1221,,,,,,Y,,
5409,1997,1238,,,,,,N,,
5410,1997,1245,Office,Avalanche,3, ,,N,0, 
5411,1997,1247,Office,Avalanche,3, ,,N,0, 
5412,1997,1248,,,,,,N,,
5413,1997,1249,,,,,,N,,
5414,1997,1256,,,,,,N,,
5415,1997,1259,Office,Avalanche,3, ,,N,0, 
5416,1997,1260,,,,,,N,,
5417,1997,1266,,,,,,N,,
5418,1997,1272,,,,,,N,,
5419,1997,1273,,,,,,N,,
5420,1997,1288,Office,Avalanche,3, ,,N,0, 
5421,1997,1295,,,,,,N,,
5422,1997,1319,,,,,,N,,
5423,1997,1337,,,,,,N,,
5424,1997,1345,,,,,,N,,
5425,1997,1346,,,,,,N,,
5426,1997,1352,,,,,,N,,
5427,1997,1354,,,,,,N,,
5428,1997,1358,,,,,,N,,
5429,1997,1360,,,,,,N,,
5430,1997,1371,,,,,,N,,
5431,1998,231,,,,,,N,,
5432,1998,234,,,,,,N,,
5433,1998,244,,,,,,N,,
5434,1998,246,,,,,,N,,
5435,1998,249,,,,,,N,,
5436,1998,252,,,,,,N,,
5437,1998,269,,,,,,N,,
5438,1998,273,,,,,,N,,
5439,1998,307,Office,Clearing,3,,,N,,
5440,1998,351,,,,,,Y,,
5441,1998,369,,,,,,Y,,
5442,1998,387,,,,,,N,,
5443,1998,391,,,,,,Y,,
5444,1998,395,,,,,,Y,,
5445,1998,397,,,,,,Y,,
5446,1998,398,,,,,,Y,,
5447,1998,400,,,,,,Y,,
5448,1998,401,,,,,,Y,,
5449,1998,403,,,,,,Y,,
5450,1998,408,Mask,Inter-annual Variability,2,,,Y,,
5451,1998,409,Mask,Inter-annual Variability,2,,,Y,,
5452,1998,410,,,,,,Y,,
5453,1998,411,,,,,,Y,,
5454,1998,413,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5455,1998,414,,,,,,Y,,
5456,1998,415,,,,,,Y,,
5457,1998,417,,,,,,Y,,
5458,1998,419,,,,,,Y,,
5459,1998,421,,,,,,Y,,
5460,1998,422,,,,,,Y,,
5461,1998,429,,,,,,Y,,
5462,1998,431,,,,,,Y,,
5463,1998,432,,,,,,Y,,
5464,1998,434,,,,,,Y,,
5465,1998,435,,,,,,Y,,
5466,1998,438,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5467,1998,440,,,,,,Y,,
5468,1998,443,,,,,,Y,,
5469,1998,444,,,,,,Y,,
5470,1998,445,,,,,,Y,,
5471,1998,446,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5472,1998,447,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5473,1998,448,,,,,,Y,,
5474,1998,449,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5475,1998,450,,,,,,Y,,
5476,1998,451,,,,,,Y,,
5477,1998,456,,,,,,Y,,
5478,1998,457,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5479,1998,458,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5480,1998,460,,,,,,Y,,
5481,1998,461,,,,,,Y,,
5482,1998,462,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5483,1998,463,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5484,1998,464,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5485,1998,465,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5486,1998,467,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5487,1998,471,,,,,,Y,,
5488,1998,472,,,,,,N,,
5489,1998,473,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5490,1998,474,,,,,,Y,,
5491,1998,475,,,,,,Y,,
5492,1998,476,,,,,,N,,
5493,1998,477,Mask,Inter-annual Variability,2,,,Y,,
5494,1998,478,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5495,1998,479,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5496,1998,480,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5497,1998,482,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5498,1998,483,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5499,1998,484,,,,,,Y,,
5500,1998,485,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5501,1998,487,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5502,1998,489,,,,,,Y,,
5503,1998,490,,,,,,Y,,
5504,1998,494,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5505,1998,501,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5506,1998,502,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5507,1998,504,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5508,1998,505,,,,,,Y,,
5509,1998,506,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5510,1998,509,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5511,1998,510,,,,,,Y,,
5512,1998,513,Mask,Inter-annual Variability,2,,,Y,,
5513,1998,514,Office,Development,3, ,,Y,0, 
5514,1998,515,,,,,,Y,,
5515,1998,516,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5516,1998,517,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5517,1998,520,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5518,1998,521,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5519,1998,522,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5520,1998,523,,,,,,Y,,
5521,1998,524,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5522,1998,525,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5523,1998,526,,,,,,Y,,
5524,1998,527,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5525,1998,528,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5526,1998,529,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5527,1998,530,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5528,1998,533,,,,,,N,,
5529,1998,535,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5530,1998,536,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5531,1998,539,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5532,1998,541,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5533,1998,544,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5534,1998,545,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5535,1998,546,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5536,1998,547,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5537,1998,548,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5538,1998,549,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5539,1998,550,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5540,1998,551,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5541,1998,552,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5542,1998,553,,,,,,N,,
5543,1998,554,,,,,,Y,,
5544,1998,555,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5545,1998,556,,,,,,N,,
5546,1998,558,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5547,1998,561,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5548,1998,563,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5549,1998,565,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5550,1998,566,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5551,1998,567,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5552,1998,568,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5553,1998,572,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5554,1998,573,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5555,1998,574,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5556,1998,575,,,,,,N,,
5557,1998,576,,,,,,N,,
5558,1998,579,,,,,,Y,,
5559,1998,580,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5560,1998,582,,,,,,Y,,
5561,1998,583,,,,,,Y,,
5562,1998,584,,,,,,Y,,
5563,1998,587,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5564,1998,588,,,,,,Y,,
5565,1998,593,,,,,,Y,,
5566,1998,594,,,,,,N,,
5567,1998,596,,,,,,N,,
5568,1998,599,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5569,1998,600,,,,,,Y,,
5570,1998,601,,,,,,Y,,
5571,1998,603,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5572,1998,604,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5573,1998,605,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5574,1998,606,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5575,1998,607,,,,,,N,,
5576,1998,610,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5577,1998,613,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5578,1998,614,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5579,1998,615,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5580,1998,617,,,,,,N,,
5581,1998,618,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5582,1998,619,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5583,1998,620,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5584,1998,621,,,,,,N,,
5585,1998,622,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5586,1998,623,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5587,1998,624,,,,,,Y,,
5588,1998,625,,,,,,Y,,
5589,1998,626,,,,,,N,,
5590,1998,627,Office,Fire,3, ,,N,1998,American Ridge #2
5591,1998,628,,,,,,N,,
5592,1998,630,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5593,1998,631,,,,,,N,,
5594,1998,632,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5595,1998,633,,,,,,N,,
5596,1998,634,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5597,1998,635,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5598,1998,636,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5599,1998,637,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5600,1998,639,,,,,,N,,
5601,1998,640,,,,,,Y,,
5602,1998,642,,,,,,N,,
5603,1998,644,,,,,,Y,,
5604,1998,645,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5605,1998,646,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5606,1998,647,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5607,1998,649,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5608,1998,651,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5609,1998,653,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5610,1998,658,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5611,1998,659,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5612,1998,660,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5613,1998,661,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5614,1998,662,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5615,1998,664,,,,,,Y,,
5616,1998,665,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5617,1998,666,,,,,,Y,,
5618,1998,667,,,,,,N,,
5619,1998,669,,,,,,N,,
5620,1998,671,,,,,,Y,,
5621,1998,672,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5622,1998,674,,,,,,Y,,
5623,1998,675,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5624,1998,676,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5625,1998,677,,,,,,Y,,
5626,1998,680,,,,,,Y,,
5627,1998,682,,,,,,N,,
5628,1998,683,,,,,,N,,
5629,1998,684,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5630,1998,685,,,,,,Y,,
5631,1998,687,,,,,,Y,,
5632,1998,688,,,,,,N,,
5633,1998,689,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5634,1998,690,Office,Riparian,3, ,,Y,0, 
5635,1998,691,,,,,,Y,,
5636,1998,692,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5637,1998,693,,,,,,N,,
5638,1998,694,,,,,,Y,,
5639,1998,695,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5640,1998,696,,,,,,Y,,
5641,1998,697,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5642,1998,698,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5643,1998,699,,,,,,N,,
5644,1998,700,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5645,1998,701,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5646,1998,702,,,,,,N,,
5647,1998,703,,,,,,N,,
5648,1998,704,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5649,1998,705,,,,,,N,,
5650,1998,706,,,,,,N,,
5651,1998,713,,,,,,N,,
5652,1998,714,,,,,,N,,
5653,1998,719,,,,,,N,,
5654,1998,720,,,,,,N,,
5655,1998,729,,,,,,N,,
5656,1998,734,,,,,,Y,,
5657,1998,735,,,,,,N,,
5658,1998,738,,,,,,N,,
5659,1998,739,,,,,,N,,
5660,1998,740,,,,,,N,,
5661,1998,741,,,,,,N,,
5662,1998,743,,,,,,N,,
5663,1998,744,,,,,,N,,
5664,1998,745,,,,,,N,,
5665,1998,746,,,,,,N,,
5666,1998,754,,,,,,N,,
5667,1998,757,,,,,,N,,
5668,1998,760,,,,,,N,,
5669,1998,761,,,,,,N,,
5670,1998,762,,,,,,N,,
5671,1998,763,,,,,,N,,
5672,1998,764,,,,,,N,,
5673,1998,765,,,,,,N,,
5674,1998,767,,,,,,Y,,
5675,1998,768,,,,,,N,,
5676,1998,769,,,,,,N,,
5677,1998,771,,,,,,N,,
5678,1998,777,,,,,,N,,
5679,1998,779,,,,,,N,,
5680,1998,787,,,,,,N,,
5681,1998,788,,,,,,N,,
5682,1998,790,,,,,,N,,
5683,1998,791,,,,,,N,,
5684,1998,793,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5685,1998,794,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5686,1998,795,,,,,,N,,
5687,1998,797,,,,,,N,,
5688,1998,800,,,,,,N,,
5689,1998,801,,,,,,N,,
5690,1998,803,,,,,,N,,
5691,1998,804,,,,,,N,,
5692,1998,805,,,,,,N,,
5693,1998,806,,,,,,N,,
5694,1998,808,,,,,,N,,
5695,1998,810,,,,,,N,,
5696,1998,811,,,,,,N,,
5697,1998,812,,,,,,N,,
5698,1998,813,,,,,,N,,
5699,1998,814,,,,,,N,,
5700,1998,815,,,,,,N,,
5701,1998,816,,,,,,N,,
5702,1998,818,,,,,,N,,
5703,1998,820,,,,,,N,,
5704,1998,821,,,,,,N,,
5705,1998,822,,,,,,N,,
5706,1998,823,,,,,,N,,
5707,1998,824,,,,,,N,,
5708,1998,825,,,,,,N,,
5709,1998,826,,,,,,N,,
5710,1998,827,,,,,,N,,
5711,1998,829,,,,,,N,,
5712,1998,830,,,,,,N,,
5713,1998,834,,,,,,N,,
5714,1998,839,Office,Fire,3, ,,N,1998,Unnamed USFS 1998 FID 823
5715,1998,840,,,,,,N,,
5716,1998,841,,,,,,N,,
5717,1998,842,,,,,,N,,
5718,1998,846,Office,Fire,3, ,,N,1998,Unnamed USFS 1998 FID 731
5719,1998,873,Office,Fire,3, ,,N,1998,White Pass
5720,1999,320,,,,,,Y,,
5721,1999,356,,,,,,Y,,
5722,1999,378,,,,,,N,,
5723,1999,388,,,,,,N,,
5724,1999,392,,,,,,Y,,
5725,1999,395,,,,,,Y,,
5726,1999,396,,,,,,N,,
5727,1999,399,,,,,,Y,,
5728,1999,413,,,,,,Y,,
5729,1999,418,Office,Tree Toppling,3, ,,N,0, 
5730,1999,420,,,,,,Y,,
5731,1999,423,,,,,,N,,
5732,1999,424,,,,,,N,,
5733,1999,425,,,,,,Y,,
5734,1999,426,,,,,,N,,
5735,1999,430,,,,,,Y,,
5736,1999,435,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5737,1999,450,,,,,,Y,,
5738,1999,461,,,,,,Y,,
5739,1999,462,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5740,1999,471,,,,,,Y,,
5741,1999,474,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5742,1999,479,Mask,Inter-annual Variability,2,,,Y,,
5743,1999,482,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5744,1999,483,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5745,1999,484,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5746,1999,485,Mask,Inter-annual Variability,2,,,Y,,
5747,1999,486,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5748,1999,487,Mask,Inter-annual Variability,2,,,Y,,
5749,1999,490,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5750,1999,491,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5751,1999,493,,,,,,Y,,
5752,1999,494,,,,,,Y,,
5753,1999,496,,,,,,Y,,
5754,1999,498,,,,,,N,,
5755,1999,499,,,,,,Y,,
5756,1999,502,,,,,,Y,,
5757,1999,504,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5758,1999,505,Office,Avalanche,3, ,,Y,0, 
5759,1999,506,Office,Avalanche,3, ,,Y,0, 
5760,1999,507,,,,,,N,,
5761,1999,509,,,,,,Y,,
5762,1999,510,,,,,,N,,
5763,1999,511,Office,Avalanche,3, ,,Y,0, 
5764,1999,512,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5765,1999,513,,,,,,N,,
5766,1999,514,,,,,,N,,
5767,1999,515,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5768,1999,516,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5769,1999,517,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5770,1999,518,,,,,,N,,
5771,1999,519,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5772,1999,520,,,,,,N,,
5773,1999,521,,,,,,Y,,
5774,1999,522,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5775,1999,523,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5776,1999,524,,,,,,Y,,
5777,1999,525,,,,,,N,,
5778,1999,526,,,,,,N,,
5779,1999,527,,,,,,Y,,
5780,1999,528,,,,,,N,,
5781,1999,529,,,,,,Y,,
5782,1999,532,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5783,1999,533,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5784,1999,535,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5785,1999,536,,,,,,N,,
5786,1999,537,,,,,,N,,
5787,1999,539,,,,,,Y,,
5788,1999,544,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5789,1999,545,,,,,,N,,
5790,1999,546,,,,,,Y,,
5791,1999,548,Office,Avalanche,3, ,,Y,0, 
5792,1999,551,,,,,,N,,
5793,1999,552,,,,,,N,,
5794,1999,553,,,,,,Y,,
5795,1999,554,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5796,1999,555,,,,,,Y,,
5797,1999,556,,,,,,N,,
5798,1999,557,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5799,1999,559,,,,,,N,,
5800,1999,561,,,,,,N,,
5801,1999,562,,,,,,N,,
5802,1999,565,,,,,,Y,,
5803,1999,566,,,,,,N,,
5804,1999,567,,,,,,N,,
5805,1999,570,,,,,,N,,
5806,1999,571,,,,,,N,,
5807,1999,573,,,,,,N,,
5808,1999,574,,,,,,N,,
5809,1999,576,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5810,1999,579,,,,,,N,,
5811,1999,580,,,,,,N,,
5812,1999,581,,,,,,N,,
5813,1999,583,,,,,,N,,
5814,1999,584,,,,,,N,,
5815,1999,585,,,,,,N,,
5816,1999,587,,,,,,Y,,
5817,1999,588,,,,,,N,,
5818,1999,592,,,,,,Y,,
5819,1999,593,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5820,1999,594,,,,,,N,,
5821,1999,596,,,,,,N,,
5822,1999,599,,,,,,Y,,
5823,1999,603,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5824,1999,605,,,,,,N,,
5825,1999,609,,,,,,N,,
5826,1999,615,,,,,,Y,,
5827,1999,618,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5828,1999,621,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
5829,1999,625,,,,,,Y,,
5830,1999,627,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
